ID,RA (deg),DEC (deg),cluster redshift,radial velocity(km/s),Comoving Distance(Mpc/h),r_200(Mpc/h),N_200,sigma_200(km/s),lower error in sigma_200(km/s),upper error in sigma_200(km/s),"M_200 cls mass (10^14 M_sun, NFW)","error in M_200 cls mass (10^14 M_sun, NFW)",R_s (Mpc/h),error in r_s (Mpc/h),"M_s (10^14 M_sun, NFW)","error in M_s (10^14 M_sun, NFW)"
818,206.13517,2.0879014,0.072168275,20856.698,212.79163,0.73508634,14,457.45163,-119.99187,142.35475,9.88E+13,4.86E+13,0.13,0.064,1.83E+13,8.99E+12
819,209.62655,8.1438109,0.10219195,29078.361,299.18222,0.72758436,10,402.66121,-115.17365,167.92397,9.87E+13,3.00E+13,0.67,0.204,8.88E+13,2.70E+13
820,145.99824,64.40799,0.12003763,33840.322,349.9272,0.72306276,8,352.1022,-161.21215,173.68187,9.86E+13,3.15E+13,0.05,0.016,1.06E+13,3.38E+12
821,173.9478,13.675783,0.080158363,23070.591,235.90643,0.73249098,31,431.60999,-88.019126,115.74646,9.85E+13,2.88E+13,0.41,0.12,4.96E+13,1.45E+13
822,203.80654,-3.5024031,0.10808535,30661.201,315.9904,0.72548189,12,428.60113,-109.99109,106.87819,9.84E+13,3.94E+13,0.12,0.048,1.74E+13,6.95E+12
823,178.70449,15.475242,0.1141635,32283.075,333.27385,0.72399323,13,399.98185,-84.298631,94.482812,9.84E+13,2.86E+13,0.33,0.096,4.01E+13,1.17E+13
824,203.61935,21.173803,0.12642219,35521.567,367.97186,0.72057942,13,490.17467,-130.1969,215.94262,9.82E+13,3.51E+13,0.19,0.068,2.45E+13,8.75E+12
825,326.85881,0.77727377,0.074573027,21524.989,219.75785,0.73296962,7,318.26141,-51.616199,86.707385,9.82E+13,4.91E+13,0.08,0.04,1.34E+13,6.69E+12
826,129.48953,26.6125,0.08683333,24905.663,255.14785,0.72980568,11,485.45039,-216.17828,256.51807,9.81E+13,4.41E+13,0.16,0.072,2.12E+13,9.52E+12
827,219.62669,64.3853,0.14217811,39620.41,412.25369,0.71632814,6,290.39491,-103.03182,71.901841,9.80E+13,5.13E+13,0.13,0.068,1.84E+13,9.64E+12
828,179.09744,43.910517,0.07137376,20635.523,210.48826,0.73333338,21,401.51596,-89.017962,119.00245,9.80E+13,2.80E+13,0.21,0.06,2.61E+13,7.46E+12
829,349.39892,-9.1151241,0.084298509,24210.338,247.8483,0.73015664,9,438.95008,-94.945235,104.90495,9.80E+13,4.57E+13,0.06,0.028,1.14E+13,5.34E+12
830,318.35843,0.974449,0.1359728,38014.619,394.85612,0.71739693,11,491.73503,-121.37376,180.26768,9.78E+13,2.71E+13,0.13,0.036,1.84E+13,5.09E+12
831,126.78796,46.624607,0.12825495,36002.018,373.14106,0.7192194,19,476.32075,-124.83374,174.55594,9.78E+13,3.59E+13,0.12,0.044,1.74E+13,6.37E+12
832,197.14313,39.872785,0.10902965,30913.88,318.679,0.72337971,8,388.41654,-121.07695,176.34636,9.76E+13,2.79E+13,0.07,0.02,1.24E+13,3.55E+12
833,196.71036,39.787574,0.1095023,31040.255,320.02424,0.72325541,20,452.34667,-110.60377,203.67101,9.76E+13,3.90E+13,0.15,0.06,2.02E+13,8.08E+12
834,159.65542,12.089256,0.09354996,26738.97,274.44598,0.72688619,14,352.40252,-88.259375,133.52296,9.75E+13,3.70E+13,0.19,0.072,2.41E+13,9.14E+12
835,229.17662,2.7742571,0.1111363,31476.648,324.67245,0.72213671,15,428.28503,-121.37029,134.58624,9.73E+13,3.00E+13,0.35,0.108,4.22E+13,1.30E+13
836,134.66427,54.350181,0.086213735,24735.877,253.36444,0.72792575,21,495.4946,-108.60114,172.07156,9.73E+13,4.72E+13,0.14,0.068,1.91E+13,9.26E+12
837,218.27061,31.530469,0.01302967,3880.7507,38.947133,0.74488781,10,267.09611,-183.66947,180.51462,9.72E+13,3.71E+13,0.22,0.084,2.66E+13,1.02E+13
838,227.42187,8.8036334,0.07925884,22822.292,233.30865,0.72932892,29,442.74095,-77.705416,128.06339,9.72E+13,3.17E+13,0.27,0.088,3.24E+13,1.06E+13
839,203.22992,25.834933,0.07444479,21489.395,219.38657,0.73043382,14,360.12293,-122.34221,214.32313,9.71E+13,3.38E+13,0.31,0.108,3.69E+13,1.28E+13
840,116.97816,22.808667,0.07534539,21739.27,221.99355,0.73016948,13,381.30493,-99.402054,96.89595,9.71E+13,4.05E+13,0.24,0.1,2.91E+13,1.21E+13
841,261.82245,58.485471,0.02776883,8209.343,82.725693,0.74104052,41,456.97451,-69.106139,82.400506,9.71E+13,3.11E+13,0.15,0.048,1.97E+13,6.31E+12
842,184.14103,14.22071,0.025680165,7599.8992,76.539962,0.74141533,19,480.80924,-83.331834,116.82792,9.70E+13,3.15E+13,0.16,0.052,2.07E+13,6.72E+12
843,123.67992,6.9234823,0.1102552,31241.429,322.16647,0.7208537,19,442.08913,-91.959978,117.93814,9.67E+13,3.87E+13,0.16,0.064,2.11E+13,8.42E+12
844,223.67253,22.755795,0.1051465,29873.155,307.61486,0.72168266,7,476.27637,-150.80629,156.90137,9.66E+13,5.15E+13,0.03,0.016,8.25E+12,4.40E+12
845,173.01442,57.078613,0.068056494,19710.054,200.86163,0.73042025,15,405.1955,-172.42814,281.18281,9.65E+13,3.72E+13,0.27,0.104,3.22E+13,1.24E+13
846,168.67781,31.044377,0.02802408,8283.7319,83.481224,0.73962163,14,441.76091,-254.45581,354.61441,9.65E+13,4.96E+13,0.14,0.072,1.87E+13,9.62E+12
847,196.9835,14.623427,0.06183667,17966.028,182.77037,0.73162363,7,270.67007,-75.270954,103.09806,9.64E+13,3.72E+13,0.28,0.108,3.32E+13,1.28E+13
848,163.89643,10.99886,0.1290202,36202.338,375.29798,0.71552026,8,425.58562,-188.86504,205.27036,9.64E+13,3.24E+13,0.25,0.084,3.05E+13,1.03E+13
849,155.14097,21.472835,0.1114008,31547.215,325.42451,0.71925888,11,406.88327,-213.37708,133.37567,9.62E+13,3.85E+13,0.13,0.052,1.80E+13,7.22E+12
850,222.10443,18.325764,0.04005688,11768.419,118.99623,0.73551778,37,468.83054,-94.091016,132.68118,9.60E+13,2.88E+13,0.12,0.036,1.68E+13,5.04E+12
851,31.484667,0.019961507,0.17213524,47218.778,495.46595,0.70335591,9,374.77145,-137.4517,172.72446,9.57E+13,2.87E+13,0.04,0.012,9.36E+12,2.81E+12
852,139.2994,20.006579,0.0289594,8556.1509,86.248974,0.73695723,48,437.01602,-85.194682,122.82491,9.56E+13,3.09E+13,0.21,0.068,2.54E+13,8.21E+12
853,205.25462,29.294125,0.1163615,32866.939,339.51099,0.71617889,7,454.95707,-178.70646,244.30077,9.54E+13,2.86E+13,0.04,0.012,9.25E+12,2.78E+12
854,221.606,21.686211,0.11071548,31364.334,323.47572,0.71746759,9,429.17629,-221.66631,253.96657,9.54E+13,3.82E+13,0.09,0.036,1.41E+13,5.65E+12
855,190.91239,56.960512,0.1041173,29596.582,304.67881,0.71885883,13,408.56455,-100.42996,147.09406,9.53E+13,3.42E+13,0.39,0.14,4.64E+13,1.67E+13
856,185.6919,19.770325,0.06729165,19496.211,198.63989,0.7266724,11,456.37524,-59.209355,77.408626,9.50E+13,3.67E+13,0.3,0.116,3.51E+13,1.36E+13
857,29.45604,-0.13193253,0.135185,37809.966,392.64345,0.71051997,10,449.91797,-254.23323,291.62427,9.50E+13,3.28E+13,0.22,0.076,2.70E+13,9.34E+12
858,196.08457,7.9121581,0.04746864,13893.346,140.77274,0.73118128,23,454.12051,-107.11979,169.97967,9.50E+13,3.17E+13,0.18,0.06,2.24E+13,7.46E+12
859,188.39972,6.9640472,0.08415171,24170.012,247.42529,0.72260062,7,482.48237,-256.95172,260.42335,9.50E+13,2.74E+13,0.36,0.104,4.23E+13,1.22E+13
860,187.22462,18.569492,0.134641,37668.543,391.11502,0.71040944,9,468.61796,-136.05378,160.87264,9.49E+13,4.43E+13,0.06,0.028,1.12E+13,5.25E+12
861,147.42256,7.1154229,0.12726808,35743.434,370.35824,0.7121611,10,355.95403,-90.961826,113.94164,9.49E+13,2.79E+13,0.34,0.1,4.05E+13,1.19E+13
862,172.43935,36.630392,0.062587559,18177.185,184.95731,0.72743201,24,426.46249,-110.02725,188.59017,9.49E+13,3.62E+13,0.22,0.084,2.65E+13,1.01E+13
863,217.16321,12.398233,0.13065875,36630.697,379.91355,0.71041496,8,318.46808,-90.006527,102.38648,9.45E+13,3.78E+13,0.22,0.088,2.69E+13,1.08E+13
864,158.43281,60.581558,0.089992501,25769.609,264.23267,0.71997364,9,409.61828,-260.27305,268.07739,9.45E+13,3.27E+13,0.15,0.052,1.96E+13,6.80E+12
865,127.32464,39.084028,0.09163237,26216.913,268.94288,0.71936936,17,535.42498,-79.526902,121.41632,9.44E+13,4.61E+13,0.18,0.088,2.25E+13,1.10E+13
866,155.48399,34.701553,0.14689925,40834.765,425.45318,0.70606383,9,388.54564,-129.10269,271.06934,9.43E+13,2.73E+13,0.29,0.084,3.47E+13,1.01E+13
867,119.18076,44.092568,0.049077617,14352.471,145.49003,0.72900441,10,354.72684,-91.439439,105.99966,9.43E+13,3.77E+13,0.01,0.004,5.49E+12,2.20E+12
868,191.5626,36.040176,0.08692005,24929.417,255.39742,0.72016823,11,386.30817,-108.41378,125.17351,9.42E+13,4.24E+13,0.24,0.108,2.86E+13,1.29E+13
869,229.70763,56.946331,0.06799807,19693.725,200.69195,0.72446204,14,404.53532,-122.65784,176.6744,9.42E+13,5.67E+12,1.13,0.068,1.74E+14,1.05E+13
870,142.86205,0.5969327,0.07229539,20892.066,213.16007,0.72324205,10,460.25805,-163.62439,270.46283,9.41E+13,5.18E+13,0.16,0.088,2.04E+13,1.12E+13
871,141.01799,4.0178061,0.08356708,24009.349,245.74032,0.72051415,12,480.77726,-141.75973,157.88557,9.41E+13,6.27E+13,0.06,0.04,1.11E+13,7.38E+12
872,206.19911,29.722472,0.0623078,18098.534,184.14261,0.72520458,29,350.76773,-78.486243,112.87139,9.40E+13,2.78E+13,0.23,0.068,2.73E+13,8.07E+12
873,123.53683,45.990837,0.048982045,14325.221,145.20992,0.72787452,12,444.77825,-145.05005,147.35706,9.38E+13,2.87E+13,0.17,0.052,2.12E+13,6.49E+12
874,171.27436,48.821088,0.10945,31026.274,319.8754,0.71328819,9,364.60592,-140.77863,178.94403,9.36E+13,2.90E+13,0.62,0.192,7.84E+13,2.43E+13
875,203.20781,32.620451,0.03641104,10717.155,108.25653,0.72993872,43,395.21856,-73.665483,101.88778,9.35E+13,2.56E+13,0.19,0.052,2.30E+13,6.31E+12
876,168.00473,27.542005,0.034341339,10118.599,102.15157,0.72927392,41,437.21936,-57.912086,72.911463,9.31E+13,3.72E+13,0.08,0.032,1.27E+13,5.09E+12
877,209.1454,5.7021178,0.080189492,23079.18,235.99631,0.71871999,13,368.05047,-94.312062,141.87301,9.31E+13,3.05E+13,0.33,0.108,3.82E+13,1.25E+13
878,222.45654,17.670599,0.07076713,20466.525,208.72898,0.72045672,13,455.00781,-110.24045,150.57247,9.29E+13,4.64E+13,0.16,0.08,2.02E+13,1.01E+13
879,189.42105,15.259575,0.071955805,20797.569,212.17575,0.71999057,23,442.32841,-91.250826,131.54478,9.28E+13,2.63E+13,0.41,0.116,4.76E+13,1.35E+13
880,197.69272,46.158195,0.18206839,49682.543,522.77234,0.69352835,16,438.70414,-109.6916,200.37325,9.27E+13,4.17E+13,0.08,0.036,1.31E+13,5.87E+12
881,149.71916,26.206363,0.0795047,22890.182,234.01879,0.71784658,9,244.69867,-82.020601,107.2462,9.27E+13,2.84E+13,0.3,0.092,3.47E+13,1.06E+13
882,236.59232,8.4695931,0.070008088,20254.914,206.52697,0.71977953,10,275.53706,-65.85833,104.84005,9.26E+13,3.01E+13,0.16,0.052,2.02E+13,6.56E+12
883,174.22991,32.886276,0.07434222,21460.921,219.08958,0.71872528,23,484.09249,-101.44402,170.29969,9.25E+13,3.41E+13,0.25,0.092,2.92E+13,1.07E+13
884,168.98504,8.4323844,0.07489552,21614.481,220.69144,0.71839129,6,328.63608,-96.476436,113.09219,9.25E+13,5.18E+13,0.05,0.028,9.94E+12,5.56E+12
885,19.75109,-0.99676895,0.04603385,13483.275,136.56311,0.72502025,42,428.86189,-54.355564,72.354105,9.25E+13,3.43E+13,0.14,0.052,1.82E+13,6.75E+12
886,179.10214,26.133616,0.1096775,31087.083,320.52281,0.71013231,15,357.51436,-97.939099,121.10941,9.24E+13,3.70E+13,0.07,0.028,1.19E+13,4.76E+12
887,136.29722,18.399712,0.01380474,4109.9938,41.256645,0.73181532,17,423.47138,-105.1644,205.05737,9.23E+13,2.77E+13,0.12,0.036,1.62E+13,4.86E+12
888,127.84451,31.761353,0.094532072,27005.929,277.26243,0.71327417,11,303.73204,-84.129546,115.30096,9.23E+13,2.93E+13,0.29,0.092,3.36E+13,1.07E+13
889,237.85211,52.829072,0.066432624,19255.83,196.14358,0.71962539,11,381.03498,-205.76442,251.03008,9.22E+13,4.06E+13,0.2,0.088,2.40E+13,1.05E+13
890,186.94154,30.378192,0.1284465,36052.176,373.68103,0.70496717,10,461.15127,-187.10246,242.28237,9.21E+13,4.91E+13,0.06,0.032,1.10E+13,5.84E+12
891,129.39875,15.822792,0.15265838,42307.522,441.51145,0.69915584,7,424.27285,-140.80183,180.76836,9.21E+13,6.45E+13,0.04,0.028,9.03E+12,6.32E+12
892,201.07048,59.037434,0.074581711,21527.399,219.78299,0.71748896,22,389.22394,-79.045108,90.72439,9.21E+13,2.52E+13,0.19,0.052,2.30E+13,6.30E+12
893,154.23181,13.76945,0.08230807,23663.017,242.11007,0.71525145,19,488.81655,-97.38404,115.06959,9.19E+13,2.84E+13,0.22,0.068,2.60E+13,8.04E+12
894,245.04045,42.340542,0.1355331,37900.416,393.62125,0.70260379,8,396.48588,-108.77045,115.93432,9.19E+13,2.76E+13,0.04,0.012,8.98E+12,2.70E+12
895,198.3677,38.931022,0.070760695,20464.732,208.71032,0.71760986,29,458.04287,-94.026631,111.71043,9.18E+13,2.45E+13,0.48,0.128,5.63E+13,1.50E+13
896,224.64002,47.497614,0.085871865,24642.146,252.38018,0.7137472,22,388.80961,-85.322539,108.4875,9.17E+13,2.20E+13,0.05,0.012,9.88E+12,2.37E+12
897,206.46109,8.2111006,0.13300502,37242.728,386.516,0.7025527,7,481.95971,-233.03809,298.23547,9.16E+13,4.40E+13,0.05,0.024,9.95E+12,4.78E+12
898,243.50497,5.3921059,0.14865068,41283.649,430.34177,0.69868218,6,344.22323,-176.0625,162.47462,9.16E+13,5.07E+13,0.13,0.072,1.75E+13,9.71E+12
899,212.99828,52.807763,0.076560905,22076.14,225.51031,0.71538401,19,415.78039,-86.749034,108.90176,9.15E+13,4.50E+13,0.13,0.064,1.72E+13,8.48E+12
900,134.5891,38.510315,0.09304864,26602.591,273.0078,0.71152754,26,411.483,-99.103159,145.27215,9.14E+13,2.93E+13,0.2,0.064,2.40E+13,7.68E+12
901,200.0025,7.5330828,0.050279322,14694.878,149.01091,0.72115573,9,342.87579,-104.29623,162.20485,9.14E+13,2.81E+13,0.13,0.04,1.71E+13,5.26E+12
902,171.61113,35.332861,0.03442608,10143.131,102.40164,0.72461107,24,473.08946,-112.61173,130.79375,9.13E+13,4.11E+13,0.08,0.036,1.25E+13,5.64E+12
903,135.06182,53.068297,0.09184829,26275.75,269.56279,0.71127788,10,305.29402,-114.39903,161.48751,9.12E+13,2.55E+13,0.5,0.14,5.92E+13,1.66E+13
904,218.39998,18.826914,0.076403175,22032.451,225.05408,0.7148187,18,466.45073,-89.587033,134.38135,9.12E+13,3.41E+13,0.3,0.112,3.43E+13,1.28E+13
905,339.46937,12.582001,0.09806001,27962.568,287.36843,0.70882412,13,462.91779,-150.07492,220.29402,9.09E+13,3.63E+13,0.24,0.096,2.80E+13,1.12E+13
906,180.97287,60.862275,0.065406267,18968.338,193.15967,0.71638266,19,342.22652,-97.080161,186.03733,9.09E+13,2.08E+13,0.07,0.016,1.16E+13,2.66E+12
907,135.04128,14.701193,0.10034075,28579.078,293.89237,0.70827305,16,492.8618,-139.65346,196.44326,9.08E+13,2.62E+13,0.18,0.052,2.20E+13,6.34E+12
908,212.12169,12.397716,0.09091758,26022.038,266.89025,0.7099028,12,352.35483,-134.87524,208.54159,9.06E+13,3.42E+13,0.18,0.068,2.19E+13,8.26E+12
909,175.73813,11.051084,0.1522839,42212.045,440.46873,0.69540651,12,428.20797,-101.77427,124.73049,9.06E+13,3.62E+13,0.18,0.072,2.22E+13,8.89E+12
910,215.52398,23.660763,0.01547667,4603.8889,46.235788,0.72620281,12,323.31654,-49.719001,86.495485,9.03E+13,3.13E+13,0.3,0.104,3.34E+13,1.16E+13
911,155.734,17.804,0.04283588,12567.069,127.17012,0.71976504,11,557.87122,-179.85405,142.87508,9.02E+13,2.59E+13,0.71,0.204,8.86E+13,2.55E+13
912,358.47756,15.961443,0.07467999,21554.675,220.06751,0.71180152,17,358.55666,-87.7277,118.83887,8.99E+13,3.86E+13,0.27,0.116,3.07E+13,1.32E+13
913,222.36442,27.799729,0.03095685,9137.0473,92.155701,0.72166829,24,432.14199,-102.78872,146.77008,8.99E+13,3.60E+13,0.04,0.016,8.69E+12,3.47E+12
914,230.86213,28.625707,0.08404596,24140.958,247.12054,0.70947979,16,353.80747,-93.484813,148.5409,8.99E+13,2.54E+13,0.51,0.144,5.99E+13,1.69E+13
915,160.15117,40.635559,0.082628923,23751.323,243.03544,0.70979792,7,312.24444,-106.4158,212.95943,8.99E+13,3.99E+13,0.09,0.04,1.34E+13,5.95E+12
916,149.83138,1.2950007,0.099473005,28344.696,291.4111,0.70564321,9,540.22103,-204.11368,295.92962,8.98E+13,4.79E+13,0.03,0.016,7.74E+12,4.13E+12
917,189.3502,41.913229,0.06634924,19232.485,195.90122,0.71321998,9,390.90809,-136.47806,116.03493,8.97E+13,2.91E+13,0.21,0.068,2.45E+13,7.92E+12
918,161.35036,49.543718,0.17353835,47568.468,499.33175,0.68802559,9,696.85711,-260.26741,346.38341,8.97E+13,5.38E+13,0.08,0.048,1.27E+13,7.61E+12
919,258.87051,64.654314,0.07959201,22914.286,234.27096,0.71010463,16,369.38967,-108.21162,149.78074,8.97E+13,2.39E+13,0.51,0.136,5.97E+13,1.59E+13
920,192.96983,55.050643,0.08523393,24467.153,250.5431,0.70867232,11,361.01355,-96.98366,110.02913,8.97E+13,2.93E+13,0.22,0.072,2.56E+13,8.37E+12
921,215.04263,30.465588,0.06767564,19603.592,199.75542,0.71229652,20,418.81096,-153.00499,201.54031,8.95E+13,2.54E+13,0.38,0.108,4.28E+13,1.22E+13
922,200.91078,1.0289209,0.1086039,30799.988,317.46696,0.70255803,16,369.86871,-83.862292,138.43015,8.94E+13,2.47E+13,0.55,0.152,6.59E+13,1.82E+13
923,181.3901,19.721988,0.06703416,19424.18,197.89174,0.7120543,19,440.46154,-75.12876,104.53753,8.94E+13,2.27E+13,0.11,0.028,1.51E+13,3.84E+12
924,214.45567,43.383496,0.1056049,29996.24,308.92208,0.7030333,15,371.14966,-98.001998,122.81527,8.93E+13,2.89E+13,0.26,0.084,2.98E+13,9.62E+12
925,355.27431,-0.003683211,0.1861207,50679.773,533.87136,0.68343649,6,332.3185,-82.286137,69.570854,8.91E+13,3.56E+13,0.02,0.008,6.65E+12,2.66E+12
926,175.90447,7.488808,0.09721388,27733.463,284.94624,0.70444282,22,446.19633,-102.13848,147.39292,8.91E+13,3.14E+13,0.17,0.06,2.07E+13,7.30E+12
927,197.41629,44.701641,0.08427435,24203.702,247.77869,0.70740033,11,402.83073,-105.62266,143.17002,8.91E+13,5.64E+13,0.12,0.076,1.60E+13,1.01E+13
928,159.85082,2.3228533,0.08245406,23703.2,242.53114,0.70765787,14,382.24194,-105.64439,164.17481,8.90E+13,3.24E+13,0.11,0.04,1.51E+13,5.48E+12
929,189.36696,57.21894,0.1061512,30142.846,310.47957,0.70199412,12,567.78463,-198.56811,198.96599,8.90E+13,6.61E+13,0.07,0.052,1.15E+13,8.56E+12
930,165.54208,36.906956,0.093818077,26811.878,275.21501,0.70468374,8,327.14785,-116.83443,158.14998,8.89E+13,4.15E+13,0.06,0.028,1.06E+13,4.94E+12
931,218.09466,5.2010817,0.11274898,31906.586,329.25629,0.69981896,7,342.31076,-95.710048,129.25329,8.87E+13,1.77E+13,0.02,0.004,6.56E+12,1.31E+12
932,181.02059,20.24679,0.023850095,7064.8373,71.115166,0.71971595,101,411.02033,-45.63067,56.386478,8.86E+13,2.24E+13,0.19,0.048,2.21E+13,5.58E+12
933,128.9867,38.474733,0.05638422,16427.733,166.86672,0.71230504,24,364.15853,-68.6342,104.54439,8.85E+13,3.38E+13,0.22,0.084,2.51E+13,9.60E+12
934,236.90606,33.307685,0.11481174,32455.416,335.11404,0.69760251,13,287.723,-96.122018,149.45723,8.81E+13,2.64E+13,0.2,0.06,2.35E+13,7.05E+12
935,245.57504,27.339328,0.09685421,27636.012,283.91632,0.7015432,9,476.6592,-125.79029,166.19318,8.80E+13,3.02E+13,0.07,0.024,1.14E+13,3.91E+12
936,354.47464,15.876293,0.06674749,19343.964,197.05869,0.70841286,26,368.17671,-89.737252,119.53614,8.80E+13,2.72E+13,0.22,0.068,2.51E+13,7.76E+12
937,247.98172,25.533492,0.064385088,18681.986,190.18935,0.70864658,21,416.75602,-138.21963,201.00539,8.79E+13,2.54E+13,0.29,0.084,3.22E+13,9.33E+12
938,156.88671,47.95666,0.1339131,37479.179,389.06924,0.69224629,18,515.41701,-101.50921,143.75298,8.77E+13,2.73E+13,0.09,0.028,1.33E+13,4.13E+12
939,169.76903,51.723525,0.08000425,23028.068,235.46144,0.70460556,17,356.39795,-109.04486,183.55401,8.77E+13,3.73E+13,0.16,0.068,1.94E+13,8.25E+12
940,226.15702,35.977631,0.04838989,14156.321,143.47415,0.71168076,27,435.50038,-74.436611,96.69478,8.76E+13,3.21E+13,0.12,0.044,1.57E+13,5.75E+12
941,242.9512,17.018094,0.08966532,25680.27,263.29245,0.70210199,21,419.42008,-96.537653,103.98669,8.76E+13,4.33E+13,0.17,0.084,2.04E+13,1.01E+13
942,181.58231,28.118979,0.02771546,8193.7866,82.567709,0.71591899,56,409.16942,-53.549433,67.102081,8.75E+13,2.26E+13,0.17,0.044,2.01E+13,5.19E+12
943,352.59568,20.626878,0.16310545,44955.126,470.5196,0.68468857,16,373.15018,-110.0436,168.43655,8.75E+13,3.25E+13,0.14,0.052,1.79E+13,6.65E+12
944,212.16498,55.577984,0.07443589,21486.924,219.3608,0.70527154,26,372.22618,-56.358737,76.964695,8.75E+13,3.50E+13,0.26,0.104,2.91E+13,1.16E+13
945,169.66956,45.552741,0.11255655,31855.324,328.70952,0.69640007,10,458.0077,-143.66458,242.30961,8.74E+13,3.09E+13,0.17,0.06,2.05E+13,7.23E+12
946,157.24878,3.1190171,0.07289576,21059.049,214.8999,0.70500193,23,423.01601,-114.42925,174.66809,8.72E+13,2.09E+13,0.05,0.012,9.46E+12,2.27E+12
947,191.57523,26.45196,0.086305495,24761.029,253.62859,0.70125764,23,452.27938,-90.079849,115.30222,8.70E+13,3.13E+13,0.1,0.036,1.39E+13,5.01E+12
948,238.06283,22.533336,0.068043,19706.282,200.82244,0.70531008,17,421.54061,-114.07322,163.68655,8.69E+13,2.70E+13,0.18,0.056,2.11E+13,6.56E+12
949,182.59481,57.785304,0.06263778,18191.301,185.10355,0.70645925,11,526.71345,-148.94928,243.74538,8.69E+13,4.72E+13,0.14,0.076,1.74E+13,9.44E+12
950,176.5741,33.204474,0.03214246,9481.2811,95.659116,0.71302135,53,411.10114,-57.609024,71.289101,8.68E+13,2.50E+13,0.25,0.072,2.76E+13,7.94E+12
951,211.05152,15.856266,0.060935431,17712.371,180.1445,0.70587148,8,329.08535,-61.573844,73.714794,8.65E+13,4.62E+13,0.06,0.032,1.03E+13,5.49E+12
952,200.02354,33.287052,0.03651476,10747.117,108.56231,0.71127919,46,424.13113,-61.217186,75.32753,8.65E+13,2.39E+13,0.55,0.152,6.28E+13,1.74E+13
953,211.69608,15.041448,0.02562974,7585.1699,76.390552,0.71365655,13,386.84921,-156.57306,228.72923,8.65E+13,2.69E+13,0.36,0.112,3.90E+13,1.21E+13
954,121.23309,17.011844,0.10467115,29745.456,306.259,0.695597,10,384.52721,-161.90679,214.5015,8.64E+13,3.95E+13,0.14,0.064,1.75E+13,8.00E+12
955,147.17861,6.1466309,0.090724274,25969.311,266.33502,0.69856981,11,336.90654,-168.11536,195.40784,8.63E+13,2.84E+13,0.17,0.056,2.02E+13,6.64E+12
956,20.992154,0.943785,0.09573275,27331.915,280.70382,0.69730285,7,350.1534,-41.865295,43.689144,8.63E+13,2.76E+13,0.2,0.064,2.30E+13,7.37E+12
957,191.09683,0.75449011,0.08311594,23885.302,244.43975,0.70008827,12,315.43258,-108.24568,173.79555,8.63E+13,2.59E+13,0.04,0.012,8.45E+12,2.53E+12
958,233.3333,31.153428,0.06669,19327.874,196.89162,0.70306887,30,426.51661,-80.609887,121.22321,8.60E+13,2.38E+13,0.13,0.036,1.64E+13,4.54E+12
959,133.04987,29.410472,0.084634919,24302.727,248.81759,0.69880543,13,380.35811,-107.32969,139.73069,8.59E+13,2.45E+13,0.07,0.02,1.12E+13,3.19E+12
960,334.02922,-9.3387519,0.08435928,24227.03,248.02341,0.69882884,20,375.44094,-64.68226,89.52362,8.59E+13,2.48E+13,0.36,0.104,3.96E+13,1.14E+13
961,32.400374,1.0911215,0.02033241,6033.5476,60.674976,0.71305411,16,503.66081,-45.356283,66.813088,8.59E+13,2.70E+13,0.28,0.088,3.03E+13,9.51E+12
962,210.83891,15.503198,0.097593726,27836.339,286.03374,0.69508855,15,454.56138,-205.9375,305.75422,8.56E+13,2.85E+13,0.3,0.1,3.30E+13,1.10E+13
963,131.95297,24.897088,0.08508818,24427.155,250.1233,0.69730992,10,501.79001,-142.52864,266.30189,8.54E+13,3.20E+13,0.16,0.06,1.91E+13,7.15E+12
964,234.97909,10.968355,0.08630694,24761.425,253.63275,0.69680426,9,445.44522,-168.24388,251.72004,8.53E+13,2.81E+13,0.17,0.056,2.00E+13,6.58E+12
965,181.03229,2.4327933,0.08418285,24178.566,247.51502,0.69714753,8,461.39526,-175.87412,229.29999,8.53E+13,5.46E+13,0.05,0.032,9.30E+12,5.95E+12
966,209.16005,47.521231,0.15221224,42193.769,440.26916,0.6813847,11,430.00958,-87.732547,141.45211,8.52E+13,2.73E+13,0.05,0.016,9.40E+12,3.01E+12
967,176.13473,-1.9776125,0.07787985,22441.181,229.32398,0.69847091,8,498.23127,-137.07655,200.57288,8.52E+13,7.50E+13,0.05,0.044,9.29E+12,8.17E+12
968,146.59597,3.6386042,0.11960725,33726.565,348.70872,0.68886358,13,373.34566,-82.534622,128.69573,8.52E+13,2.61E+13,0.51,0.156,5.88E+13,1.80E+13
969,247.32267,13.620604,0.1184677,33425.107,345.4812,0.68868325,10,416.30237,-195.70954,136.21524,8.50E+13,3.40E+13,0.11,0.044,1.47E+13,5.87E+12
970,125.7723,4.3633803,0.029696,8770.5071,88.427836,0.70855418,32,448.39843,-69.173483,95.140718,8.50E+13,2.43E+13,0.07,0.02,1.10E+13,3.13E+12
971,181.23275,48.556383,0.064214004,18633.981,189.69157,0.70064469,19,395.03658,-94.367074,122.99226,8.49E+13,2.83E+13,0.06,0.02,1.01E+13,3.38E+12
972,206.1641,2.8948783,0.077798904,22418.793,229.09,0.6974574,28,442.69065,-94.940169,123.31466,8.49E+13,2.62E+13,0.22,0.068,2.45E+13,7.59E+12
973,200.31107,37.755228,0.07276323,21022.197,214.51588,0.69857503,12,468.36689,-177.59653,253.20582,8.48E+13,4.24E+13,0.08,0.04,1.19E+13,5.95E+12
